id_transaksi,tanggal,id_cabang,nama_cabang,nama_obat,kategori,jumlah,harga_satuan,total_bayar
TX-KTA-20260506-004,2026-05-06,AP-BALI-02,Kuta,Imboost Force,Suplemen,1," Rp 45,000.00 "," Rp 45,000.00 "
TX-KTA-20260506-005,2026-05-06,AP-BALI-02,Kuta,Promag Tab,Bebas,5," Rp 9,000.00 "," Rp 45,000.00 "
TX-KTA-20260506-006,2026-05-06,AP-BALI-02,Kuta,Amoxicillin 500mg,Resep,1," Rp 2,500.00 "," Rp 2,500.00 "
TX-KTA-20260507-001,2026-05-07,AP-BALI-02,Kuta,Vitamin C 1000mg,Vitamin,1," Rp 15,000.00 "," Rp 15,000.00 "
TX-KTA-20260507-002,2026-05-07,AP-BALI-02,Kuta,Sangobion Cap,Vitamin,1," Rp 22,000.00 "," Rp 22,000.00 "
TX-KTA-20260507-003,2026-05-07,AP-BALI-02,Kuta,Promag Tab,Bebas,3," Rp 9,000.00 "," Rp 27,000.00 "
TX-KTA-20260507-004,2026-05-07,AP-BALI-02,Kuta,Cetirizine 10mg,Resep,5," Rp 3,000.00 "," Rp 15,000.00 "
TX-KTA-20260508-001,2026-05-08,AP-BALI-02,Kuta,Sangobion Cap,Vitamin,1," Rp 22,000.00 "," Rp 22,000.00 "
TX-KTA-20260508-002,2026-05-08,AP-BALI-02,Kuta,Paracetamol 500mg,Bebas,3," Rp 5,000.00 "," Rp 15,000.00 "
TX-KTA-20260508-003,2026-05-08,AP-BALI-02,Kuta,Cetirizine 10mg,Resep,4," Rp 3,000.00 "," Rp 12,000.00 "
TX-KTA-20260509-001,2026-05-09,AP-BALI-02,Kuta,Ibuprofen 400mg,Bebas Terbatas,3," Rp 7,000.00 "," Rp 21,000.00 "
TX-KTA-20260509-002,2026-05-09,AP-BALI-02,Kuta,Tolak Angin Cair,Herbal,5," Rp 4,000.00 "," Rp 20,000.00 "
TX-KTA-20260509-003,2026-05-09,AP-BALI-02,Kuta,Imboost Force,Suplemen,2," Rp 45,000.00 "," Rp 90,000.00 "
TX-KTA-20260510-001,2026-05-10,AP-BALI-02,Kuta,Amoxicillin 500mg,Resep,4," Rp 2,500.00 "," Rp 10,000.00 "
TX-KTA-20260510-002,2026-05-10,AP-BALI-02,Kuta,Tolak Angin Cair,Herbal,1," Rp 4,000.00 "," Rp 4,000.00 "
TX-KTA-20260510-003,2026-05-10,AP-BALI-02,Kuta,Cetirizine 10mg,Resep,5," Rp 3,000.00 "," Rp 15,000.00 "
TX-KTA-20260511-001,2026-05-11,AP-BALI-02,Kuta,Tolak Angin Cair,Herbal,1," Rp 4,000.00 "," Rp 4,000.00 "
TX-KTA-20260511-002,2026-05-11,AP-BALI-02,Kuta,Sangobion Cap,Vitamin,5," Rp 22,000.00 "," Rp 110,000.00 "
TX-KTA-20260511-003,2026-05-11,AP-BALI-02,Kuta,Tolak Angin Cair,Herbal,2," Rp 4,000.00 "," Rp 8,000.00 "
TX-KTA-20260511-004,2026-05-11,AP-BALI-02,Kuta,Mefenamic Acid 500mg,Resep,2," Rp 4,500.00 "," Rp 9,000.00 "
TX-KTA-20260511-005,2026-05-11,AP-BALI-02,Kuta,Amoxicillin 500mg,Resep,4," Rp 2,500.00 "," Rp 10,000.00 "
TX-KTA-20260511-006,2026-05-11,AP-BALI-02,Kuta,Amoxicillin 500mg,Resep,4," Rp 2,500.00 "," Rp 10,000.00 "
TX-KTA-20260512-001,2026-05-12,AP-BALI-02,Kuta,Amoxicillin 500mg,Resep,4," Rp 2,500.00 "," Rp 10,000.00 "
TX-KTA-20260512-002,2026-05-12,AP-BALI-02,Kuta,Paracetamol 500mg,Bebas,5," Rp 5,000.00 "," Rp 25,000.00 "
TX-KTA-20260512-003,2026-05-12,AP-BALI-02,Kuta,Cetirizine 10mg,Resep,2," Rp 3,000.00 "," Rp 6,000.00 "
TX-KTA-20260512-004,2026-05-12,AP-BALI-02,Kuta,Amoxicillin 500mg,Resep,3," Rp 2,500.00 "," Rp 7,500.00 "
TX-KTA-20260513-001,2026-05-13,AP-BALI-02,Kuta,Amoxicillin 500mg,Resep,1," Rp 2,500.00 "," Rp 2,500.00 "
TX-KTA-20260513-002,2026-05-13,AP-BALI-02,Kuta,Mefenamic Acid 500mg,Resep,2," Rp 4,500.00 "," Rp 9,000.00 "
TX-KTA-20260513-003,2026-05-13,AP-BALI-02,Kuta,Amoxicillin 500mg,Resep,5," Rp 2,500.00 "," Rp 12,500.00 "
TX-KTA-20260513-004,2026-05-13,AP-BALI-02,Kuta,Mefenamic Acid 500mg,Resep,2," Rp 4,500.00 "," Rp 9,000.00 "
TX-KTA-20260513-005,2026-05-13,AP-BALI-02,Kuta,Paracetamol 500mg,Bebas,4," Rp 5,000.00 "," Rp 20,000.00 "
TX-KTA-20260514-001,2026-05-14,AP-BALI-02,Kuta,Vitamin C 1000mg,Vitamin,5," Rp 15,000.00 "," Rp 75,000.00 "
TX-KTA-20260514-002,2026-05-14,AP-BALI-02,Kuta,Amoxicillin 500mg,Resep,1," Rp 2,500.00 "," Rp 2,500.00 "
TX-KTA-20260514-003,2026-05-14,AP-BALI-02,Kuta,Imboost Force,Suplemen,2," Rp 45,000.00 "," Rp 90,000.00 "
TX-KTA-20260514-004,2026-05-14,AP-BALI-02,Kuta,Vitamin C 1000mg,Vitamin,4," Rp 15,000.00 "," Rp 60,000.00 "
TX-KTA-20260515-001,2026-05-15,AP-BALI-02,Kuta,Amoxicillin 500mg,Resep,3," Rp 2,500.00 "," Rp 7,500.00 "
TX-KTA-20260515-002,2026-05-15,AP-BALI-02,Kuta,Amoxicillin 500mg,Resep,3," Rp 2,500.00 "," Rp 7,500.00 "
TX-KTA-20260515-003,2026-05-15,AP-BALI-02,Kuta,Amoxicillin 500mg,Resep,1," Rp 2,500.00 "," Rp 2,500.00 "
TX-KTA-20260515-004,2026-05-15,AP-BALI-02,Kuta,Tolak Angin Cair,Herbal,4," Rp 4,000.00 "," Rp 16,000.00 "
TX-KTA-20260515-005,2026-05-15,AP-BALI-02,Kuta,Promag Tab,Bebas,3," Rp 9,000.00 "," Rp 27,000.00 "
TX-KTA-20260515-006,2026-05-15,AP-BALI-02,Kuta,Ibuprofen 400mg,Bebas Terbatas,4," Rp 7,000.00 "," Rp 28,000.00 "
TX-KTA-20260516-001,2026-05-16,AP-BALI-02,Kuta,Imboost Force,Suplemen,5," Rp 45,000.00 "," Rp 225,000.00 "
TX-KTA-20260516-002,2026-05-16,AP-BALI-02,Kuta,Cetirizine 10mg,Resep,3," Rp 3,000.00 "," Rp 9,000.00 "
TX-KTA-20260517-001,2026-05-17,AP-BALI-02,Kuta,Sangobion Cap,Vitamin,3," Rp 22,000.00 "," Rp 66,000.00 "
TX-KTA-20260517-002,2026-05-17,AP-BALI-02,Kuta,Imboost Force,Suplemen,3," Rp 45,000.00 "," Rp 135,000.00 "
TX-KTA-20260518-001,2026-05-18,AP-BALI-02,Kuta,Cetirizine 10mg,Resep,4," Rp 3,000.00 "," Rp 12,000.00 "
TX-KTA-20260518-002,2026-05-18,AP-BALI-02,Kuta,Vitamin C 1000mg,Vitamin,5," Rp 15,000.00 "," Rp 75,000.00 "
TX-KTA-20260518-003,2026-05-18,AP-BALI-02,Kuta,Sangobion Cap,Vitamin,4," Rp 22,000.00 "," Rp 88,000.00 "
TX-KTA-20260518-004,2026-05-18,AP-BALI-02,Kuta,Imboost Force,Suplemen,2," Rp 45,000.00 "," Rp 90,000.00 "
TX-KTA-20260518-005,2026-05-18,AP-BALI-02,Kuta,Cetirizine 10mg,Resep,2," Rp 3,000.00 "," Rp 6,000.00 "
TX-KTA-20260519-001,2026-05-19,AP-BALI-02,Kuta,Tolak Angin Cair,Herbal,5," Rp 4,000.00 "," Rp 20,000.00 "
TX-KTA-20260519-002,2026-05-19,AP-BALI-02,Kuta,Amoxicillin 500mg,Resep,1," Rp 2,500.00 "," Rp 2,500.00 "
TX-KTA-20260520-001,2026-05-20,AP-BALI-02,Kuta,Cetirizine 10mg,Resep,3," Rp 3,000.00 "," Rp 9,000.00 "
TX-KTA-20260520-002,2026-05-20,AP-BALI-02,Kuta,Tolak Angin Cair,Herbal,1," Rp 4,000.00 "," Rp 4,000.00 "
TX-KTA-20260520-003,2026-05-20,AP-BALI-02,Kuta,Tolak Angin Cair,Herbal,1," Rp 4,000.00 "," Rp 4,000.00 "
TX-KTA-20260520-004,2026-05-20,AP-BALI-02,Kuta,Cetirizine 10mg,Resep,2," Rp 3,000.00 "," Rp 6,000.00 "
TX-KTA-20260521-001,2026-05-21,AP-BALI-02,Kuta,Ibuprofen 400mg,Bebas Terbatas,4," Rp 7,000.00 "," Rp 28,000.00 "
TX-KTA-20260521-002,2026-05-21,AP-BALI-02,Kuta,Tolak Angin Cair,Herbal,2," Rp 4,000.00 "," Rp 8,000.00 "
TX-KTA-20260521-003,2026-05-21,AP-BALI-02,Kuta,Vitamin C 1000mg,Vitamin,3," Rp 15,000.00 "," Rp 45,000.00 "
TX-KTA-20260521-004,2026-05-21,AP-BALI-02,Kuta,Paracetamol 500mg,Bebas,1," Rp 5,000.00 "," Rp 5,000.00 "
TX-KTA-20260521-005,2026-05-21,AP-BALI-02,Kuta,Amoxicillin 500mg,Resep,3," Rp 2,500.00 "," Rp 7,500.00 "
TX-KTA-20260521-006,2026-05-21,AP-BALI-02,Kuta,Ibuprofen 400mg,Bebas Terbatas,3," Rp 7,000.00 "," Rp 21,000.00 "
TX-KTA-20260522-001,2026-05-22,AP-BALI-02,Kuta,Promag Tab,Bebas,1," Rp 9,000.00 "," Rp 9,000.00 "
TX-KTA-20260522-002,2026-05-22,AP-BALI-02,Kuta,Sangobion Cap,Vitamin,4," Rp 22,000.00 "," Rp 88,000.00 "
TX-KTA-20260523-001,2026-05-23,AP-BALI-02,Kuta,Sangobion Cap,Vitamin,3," Rp 22,000.00 "," Rp 66,000.00 "
TX-KTA-20260523-002,2026-05-23,AP-BALI-02,Kuta,Sangobion Cap,Vitamin,1," Rp 22,000.00 "," Rp 22,000.00 "
TX-KTA-20260524-001,2026-05-24,AP-BALI-02,Kuta,Tolak Angin Cair,Herbal,5," Rp 4,000.00 "," Rp 20,000.00 "
TX-KTA-20260524-002,2026-05-24,AP-BALI-02,Kuta,Paracetamol 500mg,Bebas,5," Rp 5,000.00 "," Rp 25,000.00 "
TX-KTA-20260524-003,2026-05-24,AP-BALI-02,Kuta,Tolak Angin Cair,Herbal,5," Rp 4,000.00 "," Rp 20,000.00 "
TX-KTA-20260524-004,2026-05-24,AP-BALI-02,Kuta,Imboost Force,Suplemen,3," Rp 45,000.00 "," Rp 135,000.00 "
TX-KTA-20260525-001,2026-05-25,AP-BALI-02,Kuta,Paracetamol 500mg,Bebas,2," Rp 5,000.00 "," Rp 10,000.00 "
TX-KTA-20260525-002,2026-05-25,AP-BALI-02,Kuta,Mefenamic Acid 500mg,Resep,2," Rp 4,500.00 "," Rp 9,000.00 "
TX-KTA-20260525-003,2026-05-25,AP-BALI-02,Kuta,Paracetamol 500mg,Bebas,3," Rp 5,000.00 "," Rp 15,000.00 "
TX-KTA-20260525-004,2026-05-25,AP-BALI-02,Kuta,Sangobion Cap,Vitamin,5," Rp 22,000.00 "," Rp 110,000.00 "
TX-KTA-20260525-005,2026-05-25,AP-BALI-02,Kuta,Imboost Force,Suplemen,4," Rp 45,000.00 "," Rp 180,000.00 "
TX-KTA-20260525-006,2026-05-25,AP-BALI-02,Kuta,Paracetamol 500mg,Bebas,2," Rp 5,000.00 "," Rp 10,000.00 "
TX-KTA-20260526-001,2026-05-26,AP-BALI-02,Kuta,Ibuprofen 400mg,Bebas Terbatas,2," Rp 7,000.00 "," Rp 14,000.00 "
TX-KTA-20260526-002,2026-05-26,AP-BALI-02,Kuta,Vitamin C 1000mg,Vitamin,3," Rp 15,000.00 "," Rp 45,000.00 "
TX-KTA-20260526-003,2026-05-26,AP-BALI-02,Kuta,Vitamin C 1000mg,Vitamin,4," Rp 15,000.00 "," Rp 60,000.00 "
TX-KTA-20260526-004,2026-05-26,AP-BALI-02,Kuta,Imboost Force,Suplemen,1," Rp 45,000.00 "," Rp 45,000.00 "
TX-KTA-20260526-005,2026-05-26,AP-BALI-02,Kuta,Sangobion Cap,Vitamin,4," Rp 22,000.00 "," Rp 88,000.00 "
TX-KTA-20260527-001,2026-05-27,AP-BALI-02,Kuta,Tolak Angin Cair,Herbal,3," Rp 4,000.00 "," Rp 12,000.00 "
TX-KTA-20260527-002,2026-05-27,AP-BALI-02,Kuta,Paracetamol 500mg,Bebas,2," Rp 5,000.00 "," Rp 10,000.00 "
TX-KTA-20260527-003,2026-05-27,AP-BALI-02,Kuta,Vitamin C 1000mg,Vitamin,4," Rp 15,000.00 "," Rp 60,000.00 "
TX-KTA-20260528-001,2026-05-28,AP-BALI-02,Kuta,Cetirizine 10mg,Resep,3," Rp 3,000.00 "," Rp 9,000.00 "
TX-KTA-20260528-002,2026-05-28,AP-BALI-02,Kuta,Tolak Angin Cair,Herbal,3," Rp 4,000.00 "," Rp 12,000.00 "
TX-KTA-20260528-003,2026-05-28,AP-BALI-02,Kuta,Promag Tab,Bebas,2," Rp 9,000.00 "," Rp 18,000.00 "
TX-KTA-20260528-004,2026-05-28,AP-BALI-02,Kuta,Sangobion Cap,Vitamin,2," Rp 22,000.00 "," Rp 44,000.00 "
TX-KTA-20260529-001,2026-05-29,AP-BALI-02,Kuta,Mefenamic Acid 500mg,Resep,4," Rp 4,500.00 "," Rp 18,000.00 "
TX-KTA-20260529-002,2026-05-29,AP-BALI-02,Kuta,Paracetamol 500mg,Bebas,5," Rp 5,000.00 "," Rp 25,000.00 "
TX-KTA-20260529-003,2026-05-29,AP-BALI-02,Kuta,Tolak Angin Cair,Herbal,1," Rp 4,000.00 "," Rp 4,000.00 "
TX-KTA-20260530-001,2026-05-30,AP-BALI-02,Kuta,Vitamin C 1000mg,Vitamin,5," Rp 15,000.00 "," Rp 75,000.00 "
TX-KTA-20260530-002,2026-05-30,AP-BALI-02,Kuta,Ibuprofen 400mg,Bebas Terbatas,4," Rp 7,000.00 "," Rp 28,000.00 "
TX-KTA-20260531-001,2026-05-31,AP-BALI-02,Kuta,Amoxicillin 500mg,Resep,2," Rp 2,500.00 "," Rp 5,000.00 "
TX-KTA-20260531-002,2026-05-31,AP-BALI-02,Kuta,Ibuprofen 400mg,Bebas Terbatas,3," Rp 7,000.00 "," Rp 21,000.00 "
TX-KTA-20260531-003,2026-05-31,AP-BALI-02,Kuta,Amoxicillin 500mg,Resep,3," Rp 2,500.00 "," Rp 7,500.00 "
TX-KTA-20260531-004,2026-05-31,AP-BALI-02,Kuta,Cetirizine 10mg,Resep,3," Rp 3,000.00 "," Rp 9,000.00 "
